RNA names,Protein names,Labels
PINK1-AS,Q9C0J8,1
PINK1-AS,Q8TB72,1
PITPNA-AS1,Q9C0J8,1
PITRM1-AS1,P55265,1
PITRM1-AS1,Q9C0J8,1
PLCB1-IT1,P14866,1
PLCB1-IT1,Q9C0J8,1
PLCB2-AS1,Q9C0J8,1
PLCE1-AS1,Q9C0J8,1
PLCH1-AS1,Q9C0J8,1
PLS1-AS1,Q9C0J8,1
POLR2J4,Q9C0J8,1
POLR2J4,Q5T481,1
POLR2J4,P38432,1
POU6F2-AS1,Q9C0J8,1
POU6F2-AS2,Q9C0J8,1
PPP1R26-AS1,P55265,1
PPP1R26-AS1,Q9C0J8,1
PPP2R2B-IT1,Q9C0J8,1
PRC1-AS1,P55265,1
PRC1-AS1,Q9C0J8,1
PRICKLE2-AS2,Q9C0J8,1
PRICKLE2-AS3,Q9C0J8,1
PRKAG2-AS1,Q9C0J8,1
PRKAR2A-AS1,Q9C0J8,1
PRKG1-AS1,P55265,1
PRKG1-AS1,Q9C0J8,1
PRKX-AS1,Q9C0J8,1
PRMT5-AS1,Q9C0J8,1
PROSER2-AS1,P55265,1
PROSER2-AS1,Q9C0J8,1
PROX1-AS1,Q9C0J8,1
PRR7-AS1,Q9C0J8,1
PRRT3-AS1,Q9C0J8,1
PSMD6-AS2,Q9C0J8,1
PSMG3-AS1,Q9C0J8,1
PSORS1C3,Q9C0J8,1
PTCSC3,Q9C0J8,1
PTOV1-AS1,Q9C0J8,1
PTPRG-AS1,P55265,1
PTPRG-AS1,Q9C0J8,1
PVT1,P55265,1
PVT1,Q9C0J8,1
PVT1,Q9UKA9,1
PVT1,Q93062,1
PVT1,Q5T481,1
PVT1,P38432,1
PWRN1,Q9C0J8,1
PXN-AS1,Q9C0J8,1
RAB11B-AS1,P55265,1
RAB11B-AS1,Q9C0J8,1
RAB30-AS1,Q9C0J8,1
RABGAP1L-IT1,Q9C0J8,1
RAD51-AS1,Q9C0J8,1
RAI1-AS1,Q9C0J8,1
RAMP2-AS1,P55265,1
RAMP2-AS1,Q9C0J8,1
RAPGEF4-AS1,Q9C0J8,1
RASA2-IT1,P14866,1
RASAL2-AS1,Q9C0J8,1
RASSF8-AS1,Q9C0J8,1
RBFADN,Q9C0J8,1
RBM26-AS1,Q9C0J8,1
RBMS3-AS1,Q9C0J8,1
RBMS3-AS2,Q9C0J8,1
RBMS3-AS3,Q9C0J8,1
RC3H1-IT1,Q9C0J8,1
RERG-IT1,Q9C0J8,1
REV3L-IT1,Q9C0J8,1
RFPL1S,Q9C0J8,1
RFPL3S,Q9C0J8,1
RGMB-AS1,Q9C0J8,1
RGS5,P14866,1
RGS5,P55265,1
RGS5,Q9C0J8,1
RHOA-IT1,P14866,1
RHOA-IT1,Q9C0J8,1
RHPN1-AS1,Q9C0J8,1
RMDN2-AS1,Q9C0J8,1
RMRP,Q9C0J8,1
RMRP,Q93062,1
RMRP,Q5T481,1
RMST,Q9C0J8,1
RN7SKP23,Q9C0J8,1
RN7SL832P,Q9C0J8,1
RNASEH2B-AS1,Q9C0J8,1
RNF144A-AS1,Q9C0J8,1
RNF157-AS1,Q9C0J8,1
RNF216-IT1,P14866,1
RNF216-IT1,Q9C0J8,1
RNF219-AS1,P55265,1
RNF219-AS1,Q9C0J8,1
RPL34-AS1,Q9C0J8,1
RPS6KA2-IT1,P14866,1
RPS6KA2-IT1,Q9C0J8,1
RSF1-IT1,Q9C0J8,1
RSF1-IT2,Q9C0J8,1
RUSC1-AS1,Q9C0J8,1
RUSC1-AS1,Q9UKA9,1
RUVBL1-AS1,Q9C0J8,1
SACS-AS1,Q9C0J8,1
SAMSN1-AS1,Q9C0J8,1
SAP30L-AS1,P55265,1
SAP30L-AS1,Q9C0J8,1
SAPCD1-AS1,Q9C0J8,1
SATB2-AS1,Q9C0J8,1
SBF2-AS1,P55265,1
SBF2-AS1,Q9C0J8,1
SCARNA9,Q9C0J8,1
SCARNA9,Q5T481,1
SCEL-AS1,Q9C0J8,1
SDCBP2-AS1,P55265,1
SDCBP2-AS1,Q9C0J8,1
SEC24B-AS1,Q9C0J8,1
SEC62-AS1,Q9C0J8,1
SERTAD4-AS1,Q9C0J8,1
SFTA1P,Q9C0J8,1
SH3BP5-AS1,P55265,1
SH3BP5-AS1,Q9C0J8,1
SH3RF3-AS1,Q9C0J8,1
SHANK2-AS1,P55265,1
SIAH2-AS1,Q9C0J8,1
SLC25A5-AS1,Q9C0J8,1
SLC26A4-AS1,Q9C0J8,1
SLC2A1-AS1,P55265,1
SLC2A1-AS1,Q9C0J8,1
SLC39A12-AS1,Q9C0J8,1
SLC6A1-AS1,P55265,1
SLC6A1-AS1,Q9C0J8,1
SLC7A11-AS1,P55265,1
SLC7A11-AS1,Q9C0J8,1
SLC8A1-AS1,P55265,1
SLC8A1-AS1,Q9C0J8,1
SLC9A9-AS1,Q9C0J8,1
SLIT2-IT1,P14866,1
SLIT2-IT1,Q9C0J8,1
SMAD5-AS1,Q9C0J8,1
SMC5-AS1,Q9C0J8,1
SMCR5,Q9C0J8,1
SMG7-AS1,Q9C0J8,1
SMIM2-AS1,Q9C0J8,1
SMIM2-IT1,Q9C0J8,1
SMYD3-IT1,Q9C0J8,1
SNAI3-AS1,Q9C0J8,1
SNAP25-AS1,Q9C0J8,1
SNHG1,Q9C0J8,1
SNHG1,Q9UKA9,1
SNHG1,Q8TB72,1
SNHG1,Q96PU8,1
SNHG1,Q93062,1
SNHG1,Q5T481,1
SNHG10,Q9C0J8,1
SNHG10,P38432,1
SNHG11,P55265,1
SNHG11,Q9C0J8,1
SNHG11,Q93062,1
SNHG11,Q86V81,1
SNHG12,Q9C0J8,1
SNHG12,Q86V81,1
SNHG14,Q9UKA9,1
SNHG15,Q9C0J8,1
SNHG15,O75821,1
SNHG16,Q9C0J8,1
SNHG17,P55265,1
SNHG17,Q9C0J8,1
SNHG3,P14866,1
SNHG3,Q9C0J8,1
SNHG3,Q9UKA9,1
SNHG3,Q5T481,1
SNHG3,P38432,1
SNHG4,Q5T481,1
SNHG5,Q6ZN17,1
SNHG5,Q9C0J8,1
SNHG5,Q8TB72,1
SNHG5,Q96PU8,1
SNHG5,Q5T481,1
SNHG5,P38432,1
SNHG6,Q9C0J8,1
SNHG6,Q8TB72,1
SNHG6,Q5T481,1
SNHG6,P38432,1
SNHG7,Q9C0J8,1
SNHG7,Q86V81,1
SNHG8,Q9C0J8,1
SNHG8,P38432,1
SNHG9,Q9C0J8,1
SNRK-AS1,Q9C0J8,1
SOCS2-AS1,Q9C0J8,1
SOS1-IT1,P14866,1
SOS1-IT1,Q9C0J8,1
SOX21-AS1,Q9C0J8,1
SOX2-OT,P55265,1
SOX2-OT,Q9C0J8,1
SOX2-OT,Q5T481,1
SPAG5-AS1,P55265,1
SPAG5-AS1,Q9C0J8,1
SPANXA2-OT1,P55265,1
SPANXA2-OT1,Q9C0J8,1
SPATA13,P14866,1
SPATA13,Q9C0J8,1
SPATA41,Q9C0J8,1
SPATA42,Q9C0J8,1
SPATA8-AS1,Q9C0J8,1
SPIN4-AS1,Q9C0J8,1
SRD5A3-AS1,P55265,1
SRD5A3-AS1,Q9C0J8,1
SRP14-AS1,Q9C0J8,1
SRRM2-AS1,P55265,1
SRRM2-AS1,Q9C0J8,1
SSSCA1-AS1,Q9C0J8,1
SSTR5-AS1,Q9C0J8,1
ST3GAL6-AS1,Q9C0J8,1
ST7-AS1,Q9C0J8,1
ST7-AS2,Q9C0J8,1
ST7-OT4,P14866,1
ST7-OT4,P55265,1
ST7-OT4,Q9C0J8,1
ST8SIA6-AS1,Q9C0J8,1
STARD13-AS,Q9C0J8,1
STARD13-IT1,Q9C0J8,1
STARD4-AS1,P55265,1
STARD4-AS1,Q9C0J8,1
STAU2-AS1,P55265,1
STAU2-AS1,Q9C0J8,1
STEAP2-AS1,Q9C0J8,1
STPG2-AS1,Q9C0J8,1
STX18-AS1,P55265,1
STX18-AS1,Q9C0J8,1
STX18-IT1,P14866,1
STX18-IT1,Q9C0J8,1
STXBP5-AS1,P55265,1
STXBP5-AS1,Q9C0J8,1
SYNPR-AS1,Q9C0J8,1
SYP-AS1,Q9C0J8,1
SZT2-AS1,Q9C0J8,1
TAPT1-AS1,P55265,1
TAPT1-AS1,Q9C0J8,1
TBL1XR1-AS1,Q9C0J8,1
TBL1XR1-AS1,Q9UKA9,1
TCEAL3-AS1,Q9C0J8,1
TCF7L1-IT1,Q9C0J8,1
TDRG1,Q9C0J8,1
TERC,P55265,1
TERC,Q9C0J8,1
TET2-AS1,Q9C0J8,1
TEX26-AS1,Q9C0J8,1
TEX41,P55265,1
TEX41,Q9C0J8,1
THAP7-AS1,Q9C0J8,1
THAP7-AS1,Q5T481,1
THOC7-AS1,Q9UKA9,1
THRB-AS1,Q9C0J8,1
TIPARP-AS1,Q9C0J8,1
TLR8-AS1,P55265,1
TLR8-AS1,Q9C0J8,1
TLX1NB,P55265,1
TLX1NB,Q9C0J8,1
TM4SF19-AS1,Q9C0J8,1
TMEM161B-AS1,P55265,1
TMEM161B-AS1,Q9C0J8,1
TMEM212-AS1,Q9C0J8,1
TMEM254-AS1,Q9C0J8,1
TMEM44-AS1,Q9C0J8,1
TMEM51-AS1,P55265,1
TMEM51-AS1,Q9C0J8,1
TMEM72-AS1,P55265,1
TMEM72-AS1,Q9C0J8,1
TMEM9B-AS1,Q9C0J8,1
TMLHE-AS1,Q9C0J8,1
TMPO-AS1,Q9C0J8,1
TNKS2-AS1,Q9C0J8,1
TNRC6C-AS1,Q9C0J8,1
TNR-IT1,Q9C0J8,1
TOB1-AS1,Q9C0J8,1
TOLLIP-AS1,Q9C0J8,1
TP53TG1,Q9C0J8,1
TP53TG1,Q5T481,1
TPRG1-AS1,Q9C0J8,1
TPT1-AS1,P55265,1
TPT1-AS1,Q9C0J8,1
TRAF3IP2-AS1,P55265,1
TRAF3IP2-AS1,Q9C0J8,1
TRAF3IP2-AS1,Q93062,1
TRAM2-AS1,Q9C0J8,1
TRAPPC12-AS1,Q9C0J8,1
TRHDE-AS1,Q9C0J8,1
TRIM31-AS1,Q9C0J8,1
TRPC7-AS1,Q6ZN17,1
TRPC7-AS1,Q9C0J8,1
TSIX,Q9C0J8,1
TTC28-AS1,P55265,1
TTC28-AS1,Q9C0J8,1
TTC28-AS1,Q93062,1
TTC28-AS1,Q5T481,1
TTC3-AS1,Q9C0J8,1
TTLL11-IT1,P14866,1
TTLL11-IT1,Q6ZN17,1
TTLL11-IT1,Q9C0J8,1
TTLL7-IT1,Q9C0J8,1
TTN-AS1,Q9C0J8,1
TTTY10,Q9C0J8,1
TTTY11,Q9C0J8,1
TTTY14,P55265,1
TTTY14,Q9C0J8,1
TTTY15,Q9C0J8,1
TUG1,Q9C0J8,1
TUG1,Q8TB72,1
TUG1,Q93062,1
TUG1,A0AV96,1
TUG1,Q5T481,1
TUSC7,Q9C0J8,1
U73169.1,Q9C0J8,1
U91319.1,Q9C0J8,1
U91324.1,Q9C0J8,1
U91328.2,Q9C0J8,1
U95743.1,Q9C0J8,1
UBAC2-AS1,Q9C0J8,1
UBE2E1-AS1,Q9C0J8,1
UBE2E2-AS1,Q9C0J8,1
UBL7-AS1,Q9C0J8,1
UBOX5-AS1,Q9C0J8,1
UBXN7-AS1,Q9C0J8,1
UCHL1-AS1,Q9C0J8,1
UFL1-AS1,Q9C0J8,1
UPK1A-AS1,P55265,1
USP12-AS1,Q9C0J8,1
USP12-AS2,Q9C0J8,1
USP27X-AS1,Q9C0J8,1
USP3-AS1,Q9C0J8,1
USP46-AS1,Q9C0J8,1
VAC14-AS1,Q9C0J8,1
VAV3-AS1,P55265,1
VAV3-AS1,Q9C0J8,1
VCAN-AS1,Q9C0J8,1
VENTXP1,Q9C0J8,1
VIM-AS1,Q9C0J8,1
VIPR1-AS1,Q9C0J8,1
VPS13A-AS1,Q9C0J8,1
VPS9D1-AS1,Q9C0J8,1
VWC2L-IT1,P14866,1
VWC2L-IT1,P55265,1
VWC2L-IT1,Q9C0J8,1
WAC-AS1,Q9C0J8,1
WARS2-IT1,Q9C0J8,1
WASF3-AS1,Q9C0J8,1
WASIR2,Q9C0J8,1
WDFY3-AS1,Q9C0J8,1
WDFY3-AS2,Q9C0J8,1
WDR11-AS1,P55265,1
WDR11-AS1,Q9C0J8,1
WDR86-AS1,Q9C0J8,1
WEE2-AS1,P55265,1
WEE2-AS1,Q9C0J8,1
WNT5A-AS1,Q9C0J8,1
WT1-AS,Q9C0J8,1
WT1-AS,Q96PU8,1
WWC2-AS2,Q9C0J8,1
WWC3-AS1,Q9C0J8,1
WWTR1-AS1,Q9C0J8,1
WWTR1-IT1,Q9C0J8,1
XIST,Q9C0J8,1
XIST,Q8TB72,1
XIST,Q96PU8,1
XIST,Q93062,1
XIST,Q5T481,1
XXYLT1-AS2,Q9C0J8,1
YEATS2-AS1,Q9C0J8,1
YTHDF3-AS1,Q9C0J8,1
Z69720.2,Q9C0J8,1
Z83844.2,Q14103,1
Z83851.1,Q9C0J8,1
ZBED3-AS1,P55265,1
ZBED3-AS1,Q9C0J8,1
ZBED5-AS1,P55265,1
ZBED5-AS1,Q9C0J8,1
ZBTB20-AS1,Q9C0J8,1
ZBTB20-AS3,Q9C0J8,1
ZBTB20-AS4,Q9C0J8,1
ZBTB40-IT1,P14866,1
ZBTB40-IT1,Q9C0J8,1
ZDHHC20-IT1,Q9C0J8,1
ZEB1-AS1,Q9C0J8,1
ZEB1-AS1,Q5T481,1
ZEB2-AS1,Q9C0J8,1
ZEB2-AS1,Q5T481,1
ZFAS1,Q9C0J8,1
ZFAT-AS1,Q9C0J8,1
ZFHX4-AS1,P55265,1
ZFHX4-AS1,Q9C0J8,1
ZFX-AS1,Q9C0J8,1
ZMIZ1-AS1,P55265,1
ZMIZ1-AS1,Q9C0J8,1
ZMYM4-AS1,Q9C0J8,1
ZNF197-AS1,Q9C0J8,1
ZNF252P-AS1,Q9C0J8,1
ZNF295-AS1,Q9C0J8,1
ZNF32-AS2,Q9C0J8,1
ZNF32-AS3,Q9C0J8,1
ZNF346-IT1,Q9C0J8,1
ZNF385D-AS1,Q9C0J8,1
ZNF385D-AS2,Q9C0J8,1
ZNF503-AS1,P55265,1
ZNF503-AS1,Q9C0J8,1
ZNF503-AS2,Q9C0J8,1
ZNF571-AS1,P14866,1
ZNF571-AS1,P55265,1
ZNF571-AS1,Q9C0J8,1
ZNF582-AS1,P14866,1
ZNF582-AS1,Q9C0J8,1
ZNF630-AS1,Q9C0J8,1
ZNF667-AS1,P55265,1
ZNF667-AS1,Q9C0J8,1
ZNF674-AS1,Q9C0J8,1
ZNRF3-AS1,Q9C0J8,1
ZNRF3-IT1,P14866,1
ZNRF3-IT1,P55265,1
ZNRF3-IT1,Q9C0J8,1
ZRANB2-AS1,Q9C0J8,1
ZRANB2-AS2,Q9C0J8,1
TMEM72-AS1,P31943,1
KCNQ1OT1,P31943,1
LINC00958,P31943,1
NEAT1,P31943,1
MALAT1,P31943,1
RAB30-AS1,P31943,1
HOXC-AS1,P31943,1
HOXC5,P31943,1
DLEU2,P31943,1
DLEU1,P31943,1
RNF219-AS1,P31943,1
RBM26-AS1,P31943,1
DICER1-AS1,P31943,1
LINC00273,P31943,1
RAMP2-AS1,P31943,1
HOXB-AS1,P31943,1
AC002401.1,P31943,1
LIPE-AS1,P31943,1
LINC00486,P31943,1
PCBP1-AS1,P31943,1
HOXD-AS2,P31943,1
LARGE-AS1,P31943,1
GLYCTK-AS1,P31943,1
SLC7A11-AS1,P31943,1
HHIP-AS1,P31943,1
NR2F1-AS1,P31943,1
HCG18,P31943,1
C6orf47-AS1,P31943,1
HOXA-AS3,P31943,1
ST7-OT4,P31943,1
PVT1,P31943,1
RMRP,P31943,1
GK-AS1,P31943,1
JPX,P31943,1
LINC00630,P31943,1
LINC00632,P31943,1
LINC00894,P31943,1
LINC00842,Q00839,1
NEAT1,Q00839,1
MALAT1,Q00839,1
OIP5-AS1,Q00839,1
LINC00273,Q00839,1
AC009234.1,Q00839,1
SLC7A11-AS1,Q00839,1
DIAPH2-AS1,Q00839,1
ZMYM4-AS1,P09651,1
GNG12-AS1,P09651,1
ZRANB2-AS1,P09651,1
ZRANB2-AS2,P09651,1
LAMTOR5-AS1,P09651,1
LINC00624,P09651,1
RUSC1-AS1,P09651,1
RGS5,P09651,1
DNM3OS,P09651,1
GAS5,P09651,1
MIR181A1HG,P09651,1
IPO9-AS1,P09651,1
IDI2-AS1,P09651,1
GATA3-AS1,P09651,1
CELF2-AS2,P09651,1
TMEM72-AS1,P09651,1
ENTPD1-AS1,P09651,1
AL139819.1,P09651,1
EMX2OS,P09651,1
CASC2,P09651,1
KCNQ1OT1,P09651,1
TMEM9B-AS1,P09651,1
SBF2-AS1,P09651,1
BDNF-AS,P09651,1
NEAT1,P09651,1
MALAT1,P09651,1
RAB30-AS1,P09651,1
DISC1FP1,P09651,1
AP000462.2,P09651,1
A2ML1-AS1,P09651,1
DLEU2,P09651,1
DLEU1,P09651,1
DLEU7-AS1,P09651,1
DIAPH3-AS1,P09651,1
PCDH9-AS2,P09651,1
LINC00402,P09651,1
MYCBP2-AS1,P09651,1
RNF219-AS1,P09651,1
RBM26-AS1,P09651,1
MIR17HG,P09651,1
GPC5-IT1,P09651,1
ANKRD10-IT1,P09651,1
LINC00641,P09651,1
LINC00645,P09651,1
LINC00609,P09651,1
LINC00871,P09651,1
HIF1A-AS2,P09651,1
AL157871.2,P09651,1
OIP5-AS1,P09651,1
GABPB1-AS1,P09651,1
USP3-AS1,P09651,1
IQCH-AS1,P09651,1
PRC1-AS1,P09651,1
NR2F2-AS1,P09651,1
LINC00273,P09651,1
CRNDE,P09651,1
AC009120.6,P09651,1
AC009120.3,P09651,1
COX10-AS1,P09651,1
SPAG5-AS1,P09651,1
AC067852.1,P09651,1
ASB16-AS1,P09651,1
HOXB-AS1,P09651,1
AC091133.1,P09651,1
AC099850.1,P09651,1
LINC00662,P09651,1
LIPE-AS1,P09651,1
LINC00486,P09651,1
PCBP1-AS1,P09651,1
LINC00342,P09651,1
AC159540.1,P09651,1
AC159540.2,P09651,1
AC010976.2,P09651,1
AC005042.2,P09651,1
AC074286.1,P09651,1
AC009948.5,P09651,1
AC006460.2,P09651,1
ANKRD44-IT1,P09651,1
AC010731.2,P09651,1
AC007879.2,P09651,1
AC098820.3,P09651,1
DIRC3,P09651,1
C21orf91-OT1,P09651,1
LINC00308,P09651,1
BACH1-IT1,P09651,1
PAXBP1-AS1,P09651,1
MIAT,P09651,1
ZNRF3-IT1,P09651,1
LARGE-IT1,P09651,1
GRM7-AS3,P09651,1
FGD5-AS1,P09651,1
CNOT10-AS1,P09651,1
KIF9-AS1,P09651,1
PTPRG-AS1,P09651,1
MAGI1-AS1,P09651,1
ZBTB20-AS3,P09651,1
STX18-AS1,P09651,1
SLIT2-IT1,P09651,1
OCIAD1-AS1,P09651,1
DANCR,P09651,1
STPG2-AS1,P09651,1
SLC7A11-AS1,P09651,1
GDNF-AS1,P09651,1
VCAN-AS1,P09651,1
NR2F1-AS1,P09651,1
LINC00491,P09651,1
HCG11,P09651,1
HCG18,P09651,1
MDC1-AS1,P09651,1
KCNQ5-IT1,P09651,1
UFL1-AS1,P09651,1
LINC00222,P09651,1
AC007128.1,P09651,1
NPSR1-AS1,P09651,1
MAGI2-AS3,P09651,1
TP53TG1,P09651,1
AC006378.2,P09651,1
DLX6-AS1,P09651,1
AC015987.1,P09651,1
AF131215.3,P09651,1
AF131215.4,P09651,1
CASC9,P09651,1
PVT1,P09651,1
AC083843.1,P09651,1
MIR31HG,P09651,1
RMRP,P09651,1
MIR181A2HG,P09651,1
JPX,P09651,1
LINC00630,P09651,1
FMR1-AS1,P09651,1
LINC00894,P09651,1
TMLHE-AS1,P09651,1
ZRANB2-AS1,P52597,1
RGS5,P52597,1
GAS5,P52597,1
MIR181A1HG,P52597,1
DISC1-IT1,P52597,1
AL139819.1,P52597,1
KCNIP2-AS1,P52597,1
H19,P52597,1
KCNQ1OT1,P52597,1
SBF2-AS1,P52597,1
ALKBH3-AS1,P52597,1
NEAT1,P52597,1
MALAT1,P52597,1
AP000462.2,P52597,1
FREM2-AS1,P52597,1
DLEU2,P52597,1
DLEU1,P52597,1
DIAPH3-AS1,P52597,1
PCDH9-AS2,P52597,1
MYCBP2-AS1,P52597,1
PCCA-AS1,P52597,1
ANKRD10-IT1,P52597,1
DIO2-AS1,P52597,1
GABPB1-AS1,P52597,1
LINC00273,P52597,1
AC009120.6,P52597,1
LINC00311,P52597,1
HOXB-AS1,P52597,1
TOB1-AS1,P52597,1
AC116614.1,P52597,1
LINC00486,P52597,1
SLC8A1-AS1,P52597,1
AC007098.1,P52597,1
BOLA3-AS1,P52597,1
LINC00342,P52597,1
AC009948.5,P52597,1
DIRC3,P52597,1
AC107079.1,P52597,1
C21orf91-OT1,P52597,1
LINC00308,P52597,1
PAXBP1-AS1,P52597,1
MCM3AP-AS1,P52597,1
LARGE-AS1,P52597,1
AL021707.1,P52597,1
GRM7-AS3,P52597,1
LARS2-AS1,P52597,1
PTPRG-AS1,P52597,1
MAGI1-AS1,P52597,1
B4GALT4-AS1,P52597,1
LIFR-AS1,P52597,1
AC016644.1,P52597,1
VCAN-AS1,P52597,1
MEF2C-AS1,P52597,1
HCP5,P52597,1
KCNQ5-IT1,P52597,1
NPSR1-AS1,P52597,1
ST7-OT4,P52597,1
AC015987.1,P52597,1
EXTL3-AS1,P52597,1
RMRP,P52597,1
ASMTL-AS1,P52597,1
JPX,P52597,1
LINC00630,P52597,1
LINC00632,P52597,1
LINC00894,P52597,1
GNG12-AS1,P52272,1
ZRANB2-AS2,P52272,1
TTLL7-IT1,P52272,1
LINC00624,P52272,1
RGS5,P52272,1
GAS5,P52272,1
RABGAP1L-IT1,P52272,1
MIR181A1HG,P52272,1
IPO9-AS1,P52272,1
NUTM2A-AS1,P52272,1
ENTPD1-AS1,P52272,1
DNMBP-AS1,P52272,1
KCNQ1OT1,P52272,1
NEAT1,P52272,1
MALAT1,P52272,1
DISC1FP1,P52272,1
SOCS2-AS1,P52272,1
USP12-AS1,P52272,1
DLEU1,P52272,1
INTS6-AS1,P52272,1
ANKRD10-IT1,P52272,1
LINC00645,P52272,1
LINC00871,P52272,1
LINC00648,P52272,1
DIO2-AS1,P52272,1
IQCH-AS1,P52272,1
LINC00273,P52272,1
AC091153.4,P52272,1
COX10-AS1,P52272,1
LINC00470,P52272,1
LIPE-AS1,P52272,1
LINC00276,P52272,1
AC016730.1,P52272,1
AC007364.1,P52272,1
AC104088.1,P52272,1
LARGE-AS1,P52272,1
AC026202.3,P52272,1
LMCD1-AS1,P52272,1
C3orf35,P52272,1
PTPRG-AS1,P52272,1
MAGI1-AS1,P52272,1
LINC00882,P52272,1
IL20RB-AS1,P52272,1
STPG2-AS1,P52272,1
NR2F1-AS1,P52272,1
LINC00491,P52272,1
LINC00240,P52272,1
HCG18,P52272,1
HCP5,P52272,1
KCNQ5-IT1,P52272,1
AC007128.1,P52272,1
HOXA-AS2,P52272,1
HOXA-AS3,P52272,1
ST7-OT4,P52272,1
AF131215.3,P52272,1
AF131215.4,P52272,1
FAM66D,P52272,1
CASC9,P52272,1
PVT1,P52272,1
AC083843.1,P52272,1
MIR31HG,P52272,1
RMRP,P52272,1
SMC5-AS1,P52272,1
MIR181A2HG,P52272,1
JPX,P52272,1
LINC00630,P52272,1
FMR1-AS1,P52272,1
LINC00894,P52272,1
TMLHE-AS1,P52272,1
LINC00624,Q00839,1
GAS5,Q00839,1
DLEU2,Q00839,1
DLEU1,Q00839,1
MIR17HG,Q00839,1
NR2F2-AS1,Q00839,1
AC007098.1,Q00839,1
AC010982.1,Q00839,1
HOXD-AS2,Q00839,1
AC007319.1,Q00839,1
SLIT2-IT1,Q00839,1
MAGI2-AS3,Q00839,1
RMRP,Q00839,1
JPX,Q00839,1
ENTPD1-AS1,Q15910,1
SBF2-AS1,Q15910,1
MALAT1,Q15910,1
AP000797.3,Q15910,1
AC007092.1,Q15910,1
AC016903.2,Q15910,1
AP000281.2,Q15910,1
AC018359.1,Q15910,1
LINC00271,Q15910,1
AC058791.1,Q15910,1
LINC00339,Q8N684,1
AL513327.1,Q8N684,1
ZMYM4-AS1,Q8N684,1
HYI-AS1,Q8N684,1
EFCAB14-AS1,Q8N684,1
GNG12-AS1,Q8N684,1
ZRANB2-AS1,Q8N684,1
ZRANB2-AS2,Q8N684,1
LAMTOR5-AS1,Q8N684,1
AP4B1-AS1,Q8N684,1
LINC00624,Q8N684,1
FLG-AS1,Q8N684,1
RUSC1-AS1,Q8N684,1
RGS5,Q8N684,1
GAS5-AS1,Q8N684,1
GAS5,Q8N684,1
MIR181A1HG,Q8N684,1
IPO9-AS1,Q8N684,1
IDI2-AS1,Q8N684,1
NUTM2A-AS1,Q8N684,1
ENTPD1-AS1,Q8N684,1
AL139819.1,Q8N684,1
KCNIP2-AS1,Q8N684,1
AP000442.1,Q8N684,1
NEAT1,Q8N684,1
MALAT1,Q8N684,1
KCTD21-AS1,Q8N684,1
RAB30-AS1,Q8N684,1
DISC1FP1,Q8N684,1
A2ML1-AS1,Q8N684,1
DDX11-AS1,Q8N684,1
HOTAIR,Q8N684,1
HOXC5,Q8N684,1
IFNG-AS1,Q8N684,1
MAPKAPK5-AS1,Q8N684,1
AC156455.1,Q8N684,1
MED4-AS1,Q8N684,1
DLEU2,Q8N684,1
DLEU1,Q8N684,1
INTS6-AS1,Q8N684,1
RNF219-AS1,Q8N684,1
RBM26-AS1,Q8N684,1
MIR17HG,Q8N684,1
FARP1-AS1,Q8N684,1
ANKRD10-IT1,Q8N684,1
DCUN1D2-AS,Q8N684,1
LINC00641,Q8N684,1
PRMT5-AS1,Q8N684,1
HIF1A-AS2,Q8N684,1
AL157871.2,Q8N684,1
OIP5-AS1,Q8N684,1
GABPB1-AS1,Q8N684,1
LOXL1-AS1,Q8N684,1
PRC1-AS1,Q8N684,1
AC006111.1,Q8N684,1
AC020663.1,Q8N684,1
AC040173.1,Q8N684,1
AC008731.1,Q8N684,1
LINC00273,Q8N684,1
CRNDE,Q8N684,1
VAC14-AS1,Q8N684,1
AC009120.6,Q8N684,1
AC087392.1,Q8N684,1
PITPNA-AS1,Q8N684,1
LINC00324,Q8N684,1
COX10-AS1,Q8N684,1
SPAG5-AS1,Q8N684,1
AC015849.2,Q8N684,1
AC067852.1,Q8N684,1
LINC00910,Q8N684,1
KANSL1-AS1,Q8N684,1
HOXB-AS1,Q8N684,1
HOXB-AS4,Q8N684,1
AC091133.1,Q8N684,1
AC002401.1,Q8N684,1
AC099850.1,Q8N684,1
AC132872.1,Q8N684,1
LINC00470,Q8N684,1
AC012615.1,Q8N684,1
CACTIN-AS1,Q8N684,1
AC005253.2,Q8N684,1
LINC00662,Q8N684,1
AC005616.1,Q8N684,1
ZNF571-AS1,Q8N684,1
LENG8-AS1,Q8N684,1
BIRC6-AS1,Q8N684,1
AC007098.1,Q8N684,1
PCBP1-AS1,Q8N684,1
ALMS1-IT1,Q8N684,1
DGUOK-AS1,Q8N684,1
BOLA3-AS1,Q8N684,1
AC068491.3,Q8N684,1
AC010976.2,Q8N684,1
AC092620.2,Q8N684,1
CERS6-AS1,Q8N684,1
HOXD-AS2,Q8N684,1
AC009948.5,Q8N684,1
AC068196.1,Q8N684,1
AC007319.1,Q8N684,1
AC006460.2,Q8N684,1
SATB2-AS1,Q8N684,1
CFLAR-AS1,Q8N684,1
AC007362.1,Q8N684,1
AC007383.3,Q8N684,1
AC131097.3,Q8N684,1
HM13-AS1,Q8N684,1
AP001172.2,Q8N684,1
AP000962.2,Q8N684,1
MIR155HG,Q8N684,1
BACH1-IT1,Q8N684,1
BACH1-AS1,Q8N684,1
